mon_feature_id,sample_begin_depth,Ca_Diss_Water,Cl_Diss_Water,DMS_Tot_Water,EC_Phys_Water,F_Diss_Water,K_Diss_Water,KJEL_N_Tot_Water,Mg_Diss_Water,Na_Diss_Water,NH4_N_Diss_Water,NO3_NO2_N_Diss_Water,P_Tot_Water,pH_Diss_Water,PO4_P_Diss_Water,Si_Diss_Water,SO4_Diss_Water,TAL_Diss_Water,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
101979.0,0.0,10.073807692307692,34.575038461538455,132.3731923076923,21.79730769230769,0.1308846153846154,2.859346153846154,,4.450615384615385,22.40830769230769,0.25861538461538464,0.23007692307692304,,7.259,0.06515384615384616,4.0718461538461534,6.995230769230768,40.26703846153846,,,,,,,,
101979.0,0.0,13.26716,37.335519999999995,157.78968,25.447999999999997,0.1476,3.7593599999999996,,5.12556,25.0718,0.12976,0.254,,7.0803199999999995,0.03984,4.66228,7.927479999999999,52.18836,,,,,,,,
101979.0,0.0,11.024111111111111,33.748481481481484,138.0475925925926,23.03518518518519,0.19137037037037044,3.236925925925926,,4.769703703703704,21.921925925925922,0.127,0.14092592592592593,,6.982592592592594,0.0347037037037037,4.444740740740741,8.889,43.69140740740741,,,,,,,,
101979.0,0.0,10.747846153846153,36.30234615384616,133.35876923076924,22.935384615384617,0.1843846153846154,2.9261538461538468,,4.321,22.21257692307692,0.256,0.6754615384615386,,7.332807692307691,0.06426923076923077,4.543115384615385,8.167153846153846,36.91061538461538,,,,,,,,
101979.0,0.0,9.595600000000001,36.128366666666665,127.24716666666669,21.794333333333334,0.21446666666666667,2.9484000000000004,,4.494933333333333,21.360533333333326,0.2612,0.20446666666666674,,7.054666666666666,0.06513333333333333,5.084933333333335,9.419199999999998,34.15556666666667,,,,,,,,
101979.0,0.0,9.692285714285715,35.360464285714286,122.61753571428572,21.978928571428572,0.1669642857142857,2.503964285714286,,4.6827499999999995,20.532535714285718,0.08082142857142857,0.3917857142857143,,7.271285714285715,0.04424999999999999,4.405964285714286,10.746214285714286,30.24610714285714,,,,,,,,
101979.0,0.0,10.335374999999999,39.63495833333334,134.16320833333336,23.68083333333333,0.14029166666666668,2.581416666666667,,5.357166666666667,22.69504166666667,0.10604166666666666,0.38425,,7.3382916666666675,0.026041666666666668,4.784791666666667,10.946708333333333,33.2165,,,,,,,,
101979.0,0.0,11.504153846153846,43.51307692307693,149.12757692307693,25.821923076923078,0.22849999999999998,2.6316923076923078,0.34,5.737346153846152,25.15730769230769,0.12157692307692305,0.3490000000000001,0.071,7.380076923076922,0.023576923076923075,5.094423076923078,10.745615384615386,39.26323076923077,,,,,,,,
101979.0,0.0,11.4212,44.54543333333333,157.57523333333333,27.04366666666667,0.16613333333333336,2.7037,,6.551800000000001,26.123866666666665,0.058,0.4403333333333334,,7.440200000000001,0.037933333333333326,5.366233333333333,12.694666666666668,42.00046666666667,,,,,,,,
101979.0,0.0,12.22057142857143,45.681821428571425,159.5407857142857,27.25714285714286,0.21300000000000002,2.585928571428571,,6.404357142857143,27.327285714285715,0.13060714285714287,0.28232142857142856,,7.319678571428573,0.024535714285714293,5.77675,11.266392857142856,42.88603571428572,,,,,,,,
101979.0,0.0,12.575133333333333,44.9925,164.77820000000003,28.091666666666665,0.19216666666666665,2.9230333333333336,,6.162033333333335,27.962999999999997,0.2414,0.3182333333333334,,7.389666666666667,0.05066666666666667,5.6362,10.3838,47.31296666666666,,,,,,,,
101979.0,0.0,10.570565217391303,37.07195652173913,135.45573913043478,23.330434782608698,0.14082608695652174,2.2190434782608697,,5.144130434782609,22.682739130434783,0.11017391304347827,0.20004347826086957,,7.105434782608695,0.025391304347826094,4.67995652173913,9.930739130434782,38.215869565217396,,,,,,,,
