mon_feature_id,sample_begin_depth,Ca_Diss_Water,Cl_Diss_Water,DMS_Tot_Water,EC_Phys_Water,F_Diss_Water,K_Diss_Water,KJEL_N_Tot_Water,Mg_Diss_Water,Na_Diss_Water,NH4_N_Diss_Water,NO3_NO2_N_Diss_Water,P_Tot_Water,pH_Diss_Water,PO4_P_Diss_Water,Si_Diss_Water,SO4_Diss_Water,TAL_Diss_Water
101979.0,0.0,9.900472222222223,34.12705555555556,125.44956250000001,20.183875,0.13920588235294118,2.7025588235294116,,4.370638888888888,21.078088235294118,0.19691666666666666,0.2031764705882353,,7.290694444444445,0.05388888888888889,3.9241944444444448,7.048666666666667,38.72836111111111
101979.0,0.0,11.888171428571429,35.50825714285714,145.42540625,20.908359999999995,0.1501470588235294,3.359060606060606,,4.701571428571427,23.19478125,0.10674285714285713,0.1966857142857143,,7.127457142857142,0.034371428571428574,4.359428571428572,7.820685714285716,46.45794444444445
101979.0,0.0,10.50263157894737,33.10194871794871,131.70169696969697,21.663333333333327,0.17919444444444446,3.062973684210527,,4.456051282051281,20.162702702702706,0.1352820512820513,0.13418918918918918,,7.086974358974359,0.029947368421052622,4.082179487179487,8.173615384615383,41.6906923076923
101979.0,0.0,11.44255,34.981575,129.54730555555554,22.18797619047619,0.17042105263157897,3.7749743589743585,,4.287225,21.858487179487177,0.20677500000000001,0.4825641025641026,,7.200200000000001,0.049975,4.5159,8.0452,36.24273684210526
101979.0,0.0,9.919926829268292,37.649073170731704,124.5960810810811,21.287926829268294,0.2094102564102564,3.3571,,4.6231,22.69625,0.4817560975609755,0.28226829268292686,,7.173809523809524,0.17141463414634148,4.990390243902439,9.686924999999999,37.11948780487805
101979.0,0.0,9.61868181818182,35.23472727272728,117.84917073170733,19.38488095238095,0.1595,2.347837209302325,,4.484136363636365,19.820690476190475,0.06804545454545453,0.32320930232558137,,7.17659090909091,0.04061363636363636,4.3364090909090915,10.477465116279069,27.82936363636363
101979.0,0.0,10.094205128205127,38.87397435897435,129.63755555555556,22.82156626506024,0.1471388888888889,2.6296315789473685,,5.335846153846154,21.772324324324323,0.4051052631578948,0.9591351351351352,,7.284333333333334,0.10023684210526314,4.843473684210526,11.645948717948718,30.957421052631588
101979.0,0.0,10.374868421052632,39.77044736842105,136.11628571428574,22.09963414634146,0.20805555555555555,2.505081081081081,0.34,5.065157894736841,23.52181081081081,0.09921052631578946,0.3528333333333334,0.071,7.273052631578946,0.026947368421052633,4.728052631578948,10.425973684210527,35.99389473684211
101979.0,0.0,10.812823529411766,42.71265714285713,149.0075588235294,24.781216216216215,0.15402857142857143,2.579571428571429,,6.269857142857143,24.887657142857144,0.055285714285714285,0.4039142857142858,,7.314114285714284,0.03440000000000001,5.060228571428572,12.257771428571429,39.6482
101979.0,0.0,12.094216216216218,46.00391891891892,155.3624411764706,25.406,0.20774285714285715,2.583388888888889,,6.475702702702702,26.90822222222222,0.12783783783783784,0.2884285714285714,,7.329432432432432,0.024324324324324322,5.771837837837838,11.587000000000002,42.82197297297297
101979.0,0.0,12.136238095238095,43.73445238095238,152.2854054054054,24.587349397590366,0.17810000000000004,2.6866341463414636,,5.943738095238096,26.20230769230769,0.2215952380952381,0.301829268292683,,7.275488372093023,0.04702380952380952,5.5208571428571425,9.749190476190476,44.71388095238095
101979.0,0.0,10.176066666666665,35.99929032258064,129.4248275862069,21.204,0.15183333333333335,2.262806451612903,,4.83825806451613,21.535709677419355,0.1153548387096774,0.20493548387096777,,7.0482258064516135,0.027322580645161295,4.590451612903226,9.518225806451612,37.40751612903225
