"mon_feature_id","date_time","sample_begin_depth","institution_abbr","preservative_abbr","Ca_Diss_Water","Cl_Diss_Water","DMS_Tot_Water","EC_Phys_Water","F_Diss_Water","K_Diss_Water","KJEL_N_Tot_Water","Mg_Diss_Water","Na_Diss_Water","NH4_N_Diss_Water","NO3_NO2_N_Diss_Water","P_Tot_Water","pH_Diss_Water","PO4_P_Diss_Water","Si_Diss_Water","SO4_Diss_Water","TAL_Diss_Water","Station","Qat"
101979,1987-03-04 08:00:00,0,"DWS-RQIS","NONE",,,,14.1,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-03-11 11:21:00,0,"DWS-RQIS","HGCL2",8.6,30.1,109,20.6,0.13,2.2,,4.2,18.8,0.02,0.02,,6.4,0.01,4.09,11.8,27.5,"G2H020Q01","G22H"
101979,1987-03-18 09:45:00,0,"DWS-RQIS","NONE",,,,24.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-03-25 12:12:00,0,"DWS-RQIS","NONE",,,,23.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-04-01 12:00:00,0,"DWS-RQIS","NONE",,,,23.2,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-04-08 12:10:00,0,"DWS-RQIS","HGCL2",14,41.7,150,29.4,0.22,4.97,,6.2,24.9,0.06,0.28,,7.3,0.027,4.21,13.8,35.4,"G2H020Q01","G22H"
101979,1987-04-15 12:00:00,0,"DWS-RQIS","NONE",,,,19.1,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-04-22 11:09:00,0,"DWS-RQIS","NONE",,,,22.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-04-29 12:15:00,0,"DWS-RQIS","NONE",,,,26.2,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-05-06 12:05:00,0,"DWS-RQIS","HGCL2",13.1,47.1,141,25.6,0.16,2.96,,5.5,23.4,0.06,0.12,,7.1,0.019,5.11,12.5,29.5,"G2H020Q01","G22H"
101979,1987-05-13 11:36:00,0,"DWS-RQIS","NONE",,,,14.4,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-05-27 12:00:00,0,"DWS-RQIS","NONE",,,,26.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-06-03 12:00:00,0,"DWS-RQIS","HGCL2",10.3,49.9,145,26.2,0.2,2.37,,6,25.5,0.06,0.34,,6.8,0.026,5.57,14.9,27.8,"G2H020Q01","G22H"
101979,1987-06-10 12:10:00,0,"DWS-RQIS","NONE",,,,20.3,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-06-17 10:34:00,0,"DWS-RQIS","NONE",,,,7.8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-06-24 11:00:00,0,"DWS-RQIS","NONE",,,,30.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-07-01 08:42:00,0,"DWS-RQIS","HGCL2",10.6,45.6,136,26.8,0.05,2.34,,6.2,27.6,0.07,0.63,,7.1,0.014,5.72,12.6,22.8,"G2H020Q01","G22H"
101979,1987-07-08 10:20:00,0,"DWS-RQIS","NONE",,,,27.8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-07-15 12:26:00,0,"DWS-RQIS","NONE",,,,25.2,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-07-22 12:25:00,0,"DWS-RQIS","NONE",,,,16.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-07-29 10:24:00,0,"DWS-RQIS","HGCL2",6.1,27.4,92,16.2,0.05,1.72,,3.4,16.1,0.06,0.37,,6.3,0.034,3.21,9.4,21.3,"G2H020Q01","G22H"
101979,1987-08-05 12:28:00,0,"DWS-RQIS","NONE",,,,14,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-08-12 10:53:00,0,"DWS-RQIS","NONE",,,,15.5,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-08-19 12:12:00,0,"DWS-RQIS","NONE",,,,20.4,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-08-26 11:50:00,0,"DWS-RQIS","HGCL2",11.7,54.2,171,33.1,0.21,3.05,,8,32.2,0.07,0.78,,7.3,0.029,6.79,17.9,33,"G2H020Q01","G22H"
101979,1987-09-02 10:23:00,0,"DWS-RQIS","NONE",,,,26.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-09-09 11:48:00,0,"DWS-RQIS","NONE",,,,28.8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-09-16 12:00:00,0,"DWS-RQIS","NONE",,,,29.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-09-23 10:39:00,0,"DWS-RQIS","HGCL2",6,30.9,95,18,0.22,3.03,,4,17,0.09,0.46,,6.8,0.05,3.49,10.6,17.1,"G2H020Q01","G22H"
101979,1987-09-30 12:00:00,0,"DWS-RQIS","NONE",,,,25.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-10-07 12:51:00,0,"DWS-RQIS","NONE",,,,26.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-10-14 10:12:00,0,"DWS-RQIS","NONE",,,,27.1,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-10-21 12:49:00,0,"DWS-RQIS","HGCL2",9.6,44.9,137,24.3,0.14,1.93,,6.2,23.9,0.1,0.23,,6.7,0.037,5.91,12.3,29.9,"G2H020Q01","G22H"
101979,1987-10-28 12:28:00,0,"DWS-RQIS","NONE",,,,20.4,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-11-04 09:30:00,0,"DWS-RQIS","NONE",,,,24.8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-11-11 08:43:00,0,"DWS-RQIS","NONE",,,,23.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-11-18 08:00:00,0,"DWS-RQIS","HGCL2",4.9,24.8,72,13.7,0.05,1.06,,2.7,14.9,0.11,0.08,,6.5,0.012,4.93,6.5,13.8,"G2H020Q01","G22H"
101979,1987-11-25 07:39:00,0,"DWS-RQIS","NONE",,,,15.8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-12-02 07:35:00,0,"DWS-RQIS","NONE",,,,21.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-12-09 09:00:00,0,"DWS-RQIS","NONE",,,,14.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-12-16 08:48:00,0,"DWS-RQIS","HGCL2",5.4,29.4,78,15.4,0.05,1.15,,3.3,16.5,0.1,0.11,,6.66,0.003,4.82,4.8,13.7,"G2H020Q01","G22H"
101979,1987-12-23 09:00:00,0,"DWS-RQIS","NONE",,,,14.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1987-12-30 06:30:00,0,"DWS-RQIS","NONE",,,,15.8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-01-06 10:31:00,0,"DWS-RQIS","NONE",,,,12.1,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-01-13 08:23:00,0,"DWS-RQIS","HGCL2",8,30,96,19.2,0.1,1.92,,4.1,19.6,0.06,0.06,,6.55,0.016,4.3,6.7,20.7,"G2H020Q01","G22H"
101979,1988-01-20 11:17:00,0,"DWS-RQIS","NONE",,,,21.1,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-01-27 12:27:00,0,"DWS-RQIS","NONE",,,,24.2,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-02-03 12:18:00,0,"DWS-RQIS","NONE",,,,14.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-02-10 12:22:00,0,"DWS-RQIS","HGCL2",4.3,25.9,69,12.9,0.05,1.19,,2.7,11.8,0.1,0.05,,6.06,0.015,3.13,8.5,11.6,"G2H020Q01","G22H"
101979,1988-02-17 12:35:00,0,"DWS-RQIS","NONE",,,,13.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-02-24 08:25:00,0,"DWS-RQIS","NONE",,,,13.2,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-03-02 08:26:00,0,"DWS-RQIS","NONE",,,,12.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-03-09 08:44:00,0,"DWS-RQIS","HGCL2",5.5,23.1,70,13.5,0.05,1.39,,2.6,11.5,0.05,0.04,,5.87,0.018,3.34,5.9,16.3,"G2H020Q01","G22H"
101979,1988-03-16 08:15:00,0,"DWS-RQIS","NONE",,,,11.4,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-03-16 08:16:00,0,"DWS-RQIS","HGCL2",5.3,18.3,67,11.7,0.12,0.99,,2.5,12,0.02,0.02,,6.17,0.045,2.7,7.8,16.3,"G2H020Q01","G22H"
101979,1988-03-23 08:26:00,0,"DWS-RQIS","NONE",,,,15.8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-03-30 08:40:00,0,"DWS-RQIS","NONE",,,,38.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-04-06 10:00:00,0,"DWS-RQIS","NONE",,,,19.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-04-13 08:31:00,0,"DWS-RQIS","HGCL2",16,60.3,198,35.5,0.18,4.23,,8.2,35.5,0.05,0.02,,7.1,0.036,5.41,8.8,52.6,"G2H020Q01","G22H"
101979,1988-04-20 08:55:00,0,"DWS-RQIS","NONE",,,,25,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-04-27 09:10:00,0,"DWS-RQIS","NONE",,,,28.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-05-04 08:50:00,0,"DWS-RQIS","HGCL2",9.7,45.9,135,26.2,0.17,2.62,,5.9,24.1,0.02,0.04,,6.85,0.028,6.14,6.7,32.2,"G2H020Q01","G22H"
101979,1988-05-11 09:28:00,0,"DWS-RQIS","NONE",,,,25.8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-05-18 11:18:00,0,"DWS-RQIS","NONE",,,,18.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-05-25 09:00:00,0,"DWS-RQIS","NONE",,,,17.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-06-01 08:54:00,0,"DWS-RQIS","HGCL2",12.9,82.6,216,43,0.27,3.43,,11.2,48.1,0.08,0.26,,7.05,0.016,6.28,13.2,35.4,"G2H020Q01","G22H"
101979,1988-06-08 09:15:00,0,"DWS-RQIS","NONE",,,,8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-06-15 08:54:00,0,"DWS-RQIS","NONE",,,,14.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-06-22 09:55:00,0,"DWS-RQIS","NONE",,,,19.4,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-06-29 09:45:00,0,"DWS-RQIS","HGCL2",8.6,41.5,116,25.2,0.19,1.98,,5.5,25.4,0.06,0.28,,6.31,0.014,5.4,6.3,20.5,"G2H020Q01","G22H"
101979,1988-07-06 10:49:00,0,"DWS-RQIS","NONE",,,,16.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-07-13 09:39:00,0,"DWS-RQIS","NONE",,,,9.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-07-20 09:00:00,0,"DWS-RQIS","NONE",,,,17.8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-07-27 09:25:00,0,"DWS-RQIS","HGCL2",10,46.8,139,27.6,0.13,2.32,,6.1,27,0.06,0.54,,6.71,0.024,5.74,12.4,26,"G2H020Q01","G22H"
101979,1988-08-03 08:40:00,0,"DWS-RQIS","NONE",,,,24.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-08-10 09:25:00,0,"DWS-RQIS","NONE",,,,26.4,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-08-17 09:00:00,0,"DWS-RQIS","NONE",,,,18.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-08-24 09:00:00,0,"DWS-RQIS","HGCL2",8.9,40.4,123,24.6,0.05,2.06,,5.4,26.6,0.11,0.23,,6.63,0.024,5.26,7.4,25.4,"G2H020Q01","G22H"
101979,1988-08-31 09:46:00,0,"DWS-RQIS","NONE",,,,16.1,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-09-07 09:20:00,0,"DWS-RQIS","NONE",,,,22.2,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-09-14 09:10:00,0,"DWS-RQIS","NONE",,,,20.1,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-09-21 08:00:00,0,"DWS-RQIS","HGCL2",9,39.8,121,26.4,0.11,1.97,,5.6,23,0.07,0.47,,6.85,0.038,5.27,12.4,22.1,"G2H020Q01","G22H"
101979,1988-09-28 08:55:00,0,"DWS-RQIS","NONE",,,,23.4,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-10-05 09:20:00,0,"DWS-RQIS","NONE",,,,21.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-10-12 09:05:00,0,"DWS-RQIS","NONE",,,,26.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-10-19 09:41:00,0,"DWS-RQIS","HGCL2",7.6,39.7,112,20.4,0.11,1.39,,5,23.5,0.02,0.24,,6.7,0.003,5.85,5.7,22.5,"G2H020Q01","G22H"
101979,1988-10-26 09:22:00,0,"DWS-RQIS","NONE",,,,21.3,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-11-02 09:49:00,0,"DWS-RQIS","NONE",,,,22.4,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-11-09 11:53:00,0,"DWS-RQIS","NONE",,,,12.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-11-16 09:24:00,0,"DWS-RQIS","HGCL2",6.7,27.9,85,16.6,0.17,1.61,,3.7,17.2,0.06,0.18,,6.77,0.005,5.16,2,20.4,"G2H020Q01","G22H"
101979,1988-11-23 10:00:00,0,"DWS-RQIS","NONE",,,,23.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-11-30 09:30:00,0,"DWS-RQIS","NONE",,,,21.6,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-12-07 09:44:00,0,"DWS-RQIS","NONE",,,,20.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-12-14 09:30:00,0,"DWS-RQIS","HGCL2",4.4,22.4,62,11.9,0.12,1.2,,2.4,12.4,0.06,0.09,,6.2,0.003,2.76,5,10.8,"G2H020Q01","G22H"
101979,1988-12-21 09:00:00,0,"DWS-RQIS","NONE",,,,36,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1988-12-28 09:30:00,0,"DWS-RQIS","NONE",,,,60,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-01-04 09:30:00,0,"DWS-RQIS","NONE",,,,19,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-01-11 09:38:00,0,"DWS-RQIS","HGCL2",4.5,22.4,58,11.7,0.05,1.13,,2.2,10.2,0.06,0.07,,5.89,0.014,2.3,2,10.6,"G2H020Q01","G22H"
101979,1989-01-18 09:40:00,0,"DWS-RQIS","NONE",,,,42,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-01-25 10:26:00,0,"DWS-RQIS","NONE",,,,18,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-02-01 11:50:00,0,"DWS-RQIS","NONE",,,,23,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-02-08 10:27:00,0,"DWS-RQIS","HGCL2",3.3,19.3,55,11.3,0.05,0.99,,2.1,10.1,0.07,0.06,,5.91,0.035,1.81,4.1,12.1,"G2H020Q01","G22H"
101979,1989-02-15 10:00:00,0,"DWS-RQIS","NONE",,,,28,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-02-22 10:23:00,0,"DWS-RQIS","NONE",,,,30,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-03-01 10:14:00,0,"DWS-RQIS","NONE",,,,39,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-03-08 10:15:00,0,"DWS-RQIS","HGCL2",6,23.6,67,12.1,0.05,2.01,,2.8,13.6,0.02,0.05,,7.09,0.025,3.5,4,11.9,"G2H020Q01","G22H"
101979,1989-03-15 08:45:00,0,"DWS-RQIS","NONE",,,,26,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-03-22 10:20:00,0,"DWS-RQIS","NONE",,,,24,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-03-29 10:10:00,0,"DWS-RQIS","NONE",,,,25,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-04-05 10:00:00,0,"DWS-RQIS","HGCL2",11,46.9,141,27.1,0.19,2.7,,5.9,28.1,0.05,0.11,,7.26,0.01,6.3,8.5,30.2,"G2H020Q01","G22H"
101979,1989-04-12 10:31:00,0,"DWS-RQIS","NONE",,,,72,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-04-19 10:18:00,0,"DWS-RQIS","NONE",,,,27,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-05-03 09:24:00,0,"DWS-RQIS","HGCL2",11.6,53.3,212,30.3,0.16,12,,6.8,28,3.61,0.17,,7.4,1.046,7.12,10,67,"G2H020Q01","G22H"
101979,1989-05-09 15:18:00,0,"DWS-RQIS","NONE",,,,30,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-05-16 14:35:00,0,"DWS-RQIS","NONE",,,,11,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-05-23 15:10:00,0,"DWS-RQIS","NONE",,,,28,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-05-30 14:30:00,0,"DWS-RQIS","HGCL2",8.9,47.3,137,22.9,0.12,2.37,,5.5,26.2,0.07,0.23,,7.09,0.081,6.31,7.1,31.7,"G2H020Q01","G22H"
101979,1989-06-06 14:00:00,0,"DWS-RQIS","NONE",,,,17,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-06-13 14:25:00,0,"DWS-RQIS","NONE",,,,23,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-06-20 15:46:00,0,"DWS-RQIS","NONE",,,,38,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-06-27 16:00:00,0,"DWS-RQIS","HGCL2",6.3,24.3,82,14.6,0.05,2.17,,3,14.9,0.02,0.34,,7.55,0.051,3.48,7.5,17.9,"G2H020Q01","G22H"
101979,1989-07-04 14:22:00,0,"DWS-RQIS","NONE",,,,16,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-07-11 18:24:00,0,"DWS-RQIS","NONE",,,,20,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-07-18 14:10:00,0,"DWS-RQIS","NONE",,,,16,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-07-25 15:10:00,0,"DWS-RQIS","HGCL2",10.6,28.8,100,17.5,0.1,2.39,,4,14.7,0.09,0.41,,7.78,0.066,3.21,6.4,25.7,"G2H020Q01","G22H"
101979,1989-08-01 14:33:00,0,"DWS-RQIS","NONE",,,,22,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-08-08 16:00:00,0,"DWS-RQIS","NONE",,,,20,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-08-15 15:30:00,0,"DWS-RQIS","NONE",,,,20,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-08-22 14:51:00,0,"DWS-RQIS","HGCL2",8.9,45.7,142,25.5,0.24,2.38,,5.9,24.2,0.07,0.41,,7.49,0.028,5.18,11,34.5,"G2H020Q01","G22H"
101979,1989-08-29 14:05:00,0,"DWS-RQIS","NONE",,,,28,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-09-05 14:40:00,0,"DWS-RQIS","NONE",,,,33,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-09-12 13:51:00,0,"DWS-RQIS","NONE",,,,35,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-09-19 15:38:00,0,"DWS-RQIS","HGCL2",12.9,60,189,29.9,0.12,3.96,,8.4,31.5,0.14,0.51,,7.85,0.063,5.05,18.3,42.1,"G2H020Q01","G22H"
101979,1989-09-26 14:25:00,0,"DWS-RQIS","NONE",,,,34,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-10-03 14:30:00,0,"DWS-RQIS","NONE",,,,45,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-10-10 13:45:00,0,"DWS-RQIS","NONE",,,,35,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-10-17 17:00:00,0,"DWS-RQIS","HGCL2",11.5,54.7,161,27.6,0.16,2.82,,7.2,29.3,0.08,0.35,,7.92,0.051,5.36,14.9,31.3,"G2H020Q01","G22H"
101979,1989-10-24 14:27:00,0,"DWS-RQIS","NONE",,,,20,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-10-31 14:45:00,0,"DWS-RQIS","NONE",,,,31,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-11-07 14:25:00,0,"DWS-RQIS","NONE",,,,29,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-11-14 14:51:00,0,"DWS-RQIS","HGCL2",7.3,32.9,99,17.8,0.15,1.51,,4.1,19.3,0.056,0.163,,7.88,0.02,4.97,6.8,21.4,"G2H020Q01","G22H"
101979,1989-11-21 14:25:00,0,"DWS-RQIS","NONE",,,,35,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-11-28 14:50:00,0,"DWS-RQIS","NONE",,,,27,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-12-05 15:10:00,0,"DWS-RQIS","NONE",,,,30,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-12-12 08:00:00,0,"DWS-RQIS","HGCL2",6.6,28.5,86,16.6,0.05,1.77,,3.4,17.4,0.04,0.11,,7.36,0.035,3.79,6.1,17.4,"G2H020Q01","G22H"
101979,1989-12-19 14:55:00,0,"DWS-RQIS","NONE",,,,10,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1989-12-26 12:12:00,0,"DWS-RQIS","NONE",,,,23,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-01-02 14:50:00,0,"DWS-RQIS","NONE",,,,10,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-01-09 14:00:00,0,"DWS-RQIS","HGCL2",4.9,25.4,70,13.5,0.05,2.54,,2.6,11.6,0.09,0.07,,7.49,0.04,2.64,2,16,"G2H020Q01","G22H"
101979,1990-01-16 14:40:00,0,"DWS-RQIS","NONE",,,,93,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-01-23 14:40:00,0,"DWS-RQIS","HGCL2",3.6,18.8,63,11.1,0.05,1.14,,2.4,11,0.05,0.02,,7.52,0.01,2.17,2,19.2,"G2H020Q01","G22H"
101979,1990-01-30 13:35:00,0,"DWS-RQIS","NONE",,,,10,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-02-06 14:42:00,0,"DWS-RQIS","HGCL2",4,23.6,56,10.7,0.05,1.35,,2.1,10.7,0.14,0.02,,7.52,0.014,2.51,2,9.5,"G2H020Q01","G22H"
101979,1990-02-13 14:50:00,0,"DWS-RQIS","NONE",,,,8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-02-20 15:21:00,0,"DWS-RQIS","NONE",,,,12,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-02-27 14:30:00,0,"DWS-RQIS","NONE",,,,8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-03-13 14:13:00,0,"DWS-RQIS","NONE",,,,19,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-03-20 14:25:00,0,"DWS-RQIS","NONE",,,,11,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-04-03 14:55:00,0,"DWS-RQIS","HGCL2",12.4,43,150,28.7,0.17,3.51,,5.7,25.8,0.073,0.53,,7.63,0.027,5.57,8.1,40.2,"G2H020Q01","G22H"
101979,1990-04-10 14:13:00,0,"DWS-RQIS","NONE",,,,34,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-04-17 13:52:00,0,"DWS-RQIS","NONE",,,,19,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-05-01 13:00:00,0,"DWS-RQIS","HGCL2",5.2,26.5,70,13.3,0.15,2.21,,3,13,0.07,0.504,,7.2,0.041,2.89,7,8.9,"G2H020Q01","G22H"
101979,1990-05-08 14:15:00,0,"DWS-RQIS","NONE",,,,18,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-05-15 14:00:00,0,"DWS-RQIS","NONE",,,,27.8,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-05-22 14:37:00,0,"DWS-RQIS","NONE",,,,20.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-05-29 13:41:00,0,"DWS-RQIS","HGCL2",8.6,37.4,126,21.3,0.16,2.04,,5.6,19.6,0.068,0.334,,7.5,0.032,5.72,14.5,29.5,"G2H020Q01","G22H"
101979,1990-06-05 14:35:00,0,"DWS-RQIS","HGCL2",9,29.3,114,21.6,0.16,3.55,,5.5,17.8,0.042,1.024,,7.46,0.065,3.62,14.2,24,"G2H020Q01","G22H"
101979,1990-06-12 14:00:00,0,"DWS-RQIS","NONE",,,,21.1,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-06-19 13:41:00,0,"DWS-RQIS","NONE",,,,18.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-06-26 15:45:00,0,"DWS-RQIS","HGCL2",8.2,38.4,111,24.4,0.15,2.17,,5.1,20.2,0.114,0.338,,7.33,0.003,4.87,6.5,23.3,"G2H020Q01","G22H"
101979,1990-07-03 15:00:00,0,"DWS-RQIS","NONE",,,,27.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-07-10 14:00:00,0,"DWS-RQIS","NONE",,,,18.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-07-17 14:23:00,0,"DWS-RQIS","NONE",,,,83.2,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-07-24 14:42:00,0,"DWS-RQIS","HGCL2",10.3,45.1,140,26.6,0.12,3.08,,5.9,23.9,0.068,0.709,,7.41,0.029,5.23,13.2,28.9,"G2H020Q01","G22H"
101979,1990-07-31 14:45:00,0,"DWS-RQIS","NONE",,,,14.1,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-08-07 13:52:00,0,"DWS-RQIS","NONE",,,,27.9,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-08-14 14:58:00,0,"DWS-RQIS","NONE",,,,30,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-08-21 14:25:00,0,"DWS-RQIS","HGCL2",10.7,53,161,24.7,0.21,3.36,,7.1,27.8,0.056,0.644,,7.09,0.042,5.59,14.7,34,"G2H020Q01","G22H"
101979,1990-08-28 14:00:00,0,"DWS-RQIS","NONE",,,,28.7,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-09-04 13:40:00,0,"DWS-RQIS","NONE",,,,27.4,,,,,,,,,,,,,,"G2H020Q01","G22H"
101979,1990-09-11 13:21:00,0,"DWS-RQIS","NONE",,,,19.2,,,,,,,,,,,,,,"G2H020Q01","G22H"
