mon_feature_id,sample_begin_depth,Ca_Diss_Water,Cl_Diss_Water,DMS_Tot_Water,EC_Phys_Water,F_Diss_Water,K_Diss_Water,Mg_Diss_Water,Na_Diss_Water,NH4_N_Diss_Water,NO3_NO2_N_Diss_Water,P_Tot_Water,pH_Diss_Water,PO4_P_Diss_Water,Si_Diss_Water,SO4_Diss_Water,TAL_Diss_Water
101975.0,0.0,19.337492307692308,121.68006153846154,368.05155737704916,60.11415942028986,0.2822698412698413,10.033190476190477,10.822430769230772,78.1798253968254,0.15401515151515152,2.1009687500000007,,7.648260869565218,1.2568636363636365,3.881818181818182,24.000107692307694,72.342390625
101975.0,0.0,20.872850000000003,123.75690000000002,401.5588070175438,63.40114285714286,0.2529491525423729,13.272499999999999,10.655383333333335,83.03524561403509,0.4301147540983607,2.4312,,7.724761904761905,1.3536393442622952,4.153639344262295,24.193683333333336,88.79728333333333
101975.0,0.0,19.428861538461536,122.52908955223879,388.49305,62.98732394366196,0.277453125,12.321454545454547,10.473432835820896,82.53935384615384,0.5076086956521739,3.017892307692308,,7.684943661971831,1.3340579710144929,4.946666666666666,23.14392537313433,80.14728787878789
101975.0,0.0,16.823999999999998,92.1846393442623,293.98963157894735,49.69117647058824,0.24480000000000002,10.24344262295082,8.249450000000001,59.699065573770504,0.452875,2.981161290322581,,7.563220588235294,1.2213174603174604,5.139593750000001,20.24172131147541,58.68985483870968
101975.0,0.0,15.45649275362319,75.63155072463768,250.70198507462686,42.542666666666676,0.24267164179104478,9.372485294117649,7.221173913043478,47.54385294117647,0.24795714285714285,2.670811594202899,,7.401445945945946,0.9967285714285714,5.293614285714286,18.59095652173913,51.098884057971006
101975.0,0.0,15.586357142857148,77.22181690140845,249.82439682539686,41.4936,0.2106923076923077,7.415454545454546,7.898101449275363,46.77879411764705,0.33725714285714287,2.2777534246575337,,7.463432432432432,0.5708591549295774,5.240185714285715,20.329267605633806,47.076414285714286
101975.0,0.0,15.407235294117644,67.45482352941177,221.58887096774194,38.551388888888894,0.21366666666666667,6.614621212121212,7.7272058823529415,39.69501515151515,0.2353529411764706,1.699686567164179,,7.514694444444444,0.36244117647058827,5.047617647058823,19.041582089552236,47.70067164179105
101975.0,0.0,15.01308064516129,66.61593548387097,218.99261403508768,37.95358208955224,0.250593220338983,5.9852622950819665,7.951629032258065,39.85968852459017,0.338921875,1.6003166666666666,,7.523104477611941,0.3226875,4.96546875,19.126806451612904,49.63168852459015
101975.0,0.0,14.957666666666668,71.34342857142856,240.15693220338983,40.34617647058823,0.21429508196721317,6.311721311475409,8.412476190476191,43.90311666666667,0.26809230769230774,1.9639846153846154,,7.559132352941176,0.39289393939393946,5.169523076923077,18.50292063492063,51.84934920634921
101975.0,0.0,15.787128571428571,79.05297142857144,258.4705,44.03733333333333,0.2165942028985507,6.920826086956522,8.670342857142856,48.247161764705886,0.40805633802816904,2.285,0.77,7.623213333333331,0.695830985915493,5.803774647887325,17.596557142857144,57.36860294117647
101975.0,0.0,18.178,93.7070447761194,312.21155555555544,51.96574285714286,0.2511076923076923,8.818348484848485,9.512537313432839,61.34856923076924,0.5058676470588236,2.7976969696969696,,7.599785714285715,0.9701617647058822,5.452558823529412,21.854999999999997,67.13362686567164
101975.0,0.0,18.527555555555555,120.07005555555556,358.8456399999999,58.51525423728814,0.2329056603773585,8.804222222222222,11.337592592592591,73.39972222222224,0.08715384615384615,2.363415094339622,,7.602186440677966,2.545888888888889,4.2845,23.97392592592593,64.96964814814815
