mon_feature_id,date_time,sample_begin_depth,institution_abbr,preservative_abbr,Ca_Diss_Water,Cl_Diss_Water,DMS_Tot_Water,EC_Phys_Water,F_Diss_Water,K_Diss_Water,Mg_Diss_Water,Na_Diss_Water,NH4_N_Diss_Water,NO3_NO2_N_Diss_Water,P_Tot_Water,pH_Diss_Water,PO4_P_Diss_Water,Si_Diss_Water,SO4_Diss_Water,TAL_Diss_Water,Station,Qat,Charge BalanceMax,ChargeBalanceMin,CHARGE BALANCE
101975,1999/10/05 18:15,0,DWS-RQIS,HGCL2,15.832,74.395,250.459,43.6,0.178,5.352,8.609,44.548,0.02,0.56,,7.251,0.181,5.623,22.53,62.296,G2H015Q01,G22H,3.573046078,3.834556848,-3.530302216
101975,1999/10/12 18:00,0,DWS-RQIS,HGCL2,15.28,67.239,222.194,38.6,0.177,4.723,7.047,41.558,0.02,1.697,,7.601,0.371,5.591,14.983,51.27,G2H015Q01,G22H,3.270868278,3.279679904,-0.134517386
101975,1999/10/19 18:25,0,DWS-RQIS,HGCL2,15.388,75.336,252.535,44.3,0.181,5.891,7.828,47.276,0.02,3.997,,7.595,0.909,6.675,20.926,48.556,G2H015Q01,G22H,3.619015466,3.631464849,-0.17170425
101975,1999/11/02 18:50,0,DWS-RQIS,HGCL2,16.222,84.844,288.731,50.8,0.218,7.963,8.865,55.84,0.02,4.975,,8.057,1.512,6.308,24.06,52.519,G2H015Q01,G22H,4.171301423,4.080543227,1.09985343
101975,1999/11/09 19:20,0,DWS-RQIS,HGCL2,16.784,95.872,322.698,56.3,0.259,9.461,9.54,64.14,0.214,4.361,,7.641,1.033,5.668,25.16,64.575,G2H015Q01,G22H,4.664846268,4.632332287,0.349718788
101975,1999/11/16 09:30,0,DWS-RQIS,HGCL2,24.89,139.643,433.348,71.6,0.249,10.729,14.292,91.936,0.02,2.262,,8.068,1.031,5.611,28.989,89.743,G2H015Q01,G22H,6.690420284,6.413921716,2.109976744
101975,2000/01/11 18:30,0,DWS-RQIS,HGCL2,18.902,105.995,346.018,58,0.198,8.882,9.009,71.676,0.02,0.321,,7.025,1.74,3.19,25.325,81.401,G2H015Q01,G22H,5.028844686,5.211395639,-1.782682312
101975,2000/01/18 18:40,0,DWS-RQIS,HGCL2,16.541,92.475,321.457,54.9,0.21,9.484,7.464,69.924,0.045,3.632,,8.054,1.755,1.961,20.72,68.174,G2H015Q01,G22H,4.724539977,4.524681389,2.160815274
101975,2000/02/08 18:00,0,DWS-RQIS,HGCL2,20.181,116.385,412.964,66.8,0.178,14.056,9.509,88.093,0.02,2.368,,7.965,3.063,2.899,20.056,102.198,G2H015Q01,G22H,5.979897448,5.884097533,0.807484453
101975,2000/02/15 17:45,0,DWS-RQIS,HGCL2,19.194,110.649,397.699,65.9,0.22,16.157,8.544,84.978,0.02,1.099,,8.007,1.545,2.702,21.596,103.943,G2H015Q01,G22H,5.769545879,5.723275958,0.402598439
101975,2000/02/22 18:00,0,DWS-RQIS,HGCL2,19.355,106.066,396.777,64.1,0.295,14.285,7.759,84.506,0.02,1.49,,8.146,1.743,3.077,19.644,109.002,G2H015Q01,G22H,5.644567774,5.671239469,-0.235702976
101975,2000/02/29 18:30,0,DWS-RQIS,HGCL2,15.096,106.833,394.664,62.7,0.242,13.841,6.353,83.738,0.02,1.495,,7.999,2.247,3.207,21.534,109.488,G2H015Q01,G22H,5.271681854,5.75510609,-4.384089356
101975,2000/03/14 06:25,0,DWS-RQIS,HGCL2,18.495,127.754,414.453,68,0.205,13.965,9.087,90.282,0.02,2.277,,7.417,1.713,4.455,24.179,94.425,G2H015Q01,G22H,5.953921709,6.092019237,-1.146423751
101975,2000/03/21 17:50,0,DWS-RQIS,HGCL2,15.374,96,335.321,54.5,0.262,11.624,8.146,70.515,0.02,2.872,,7.746,1.629,3.949,19.344,79,G2H015Q01,G22H,4.801505396,4.798360157,0.032763368
101975,2000/03/28 18:00,0,DWS-RQIS,HGCL2,16.672,92.03,337.755,55.5,0.267,12.064,7.269,72.587,0.02,1.55,,7.915,1.628,3.536,16.827,88.71,G2H015Q01,G22H,4.895402634,4.807255235,0.908487145
101975,2000/04/04 18:30,0,DWS-RQIS,HGCL2,18.906,113.599,394.114,65.1,0.281,13.306,8.452,82.72,0.02,3.257,,8.046,2.067,4.373,25.014,91.084,G2H015Q01,G22H,5.576520259,5.674829973,-0.873759257
101975,2000/04/11 18:00,0,DWS-RQIS,HGCL2,16.674,102.852,344.701,55.6,0.246,10.154,7.156,77.04,0.062,2.217,,7.433,1.489,3.979,26.031,73.888,G2H015Q01,G22H,5.033294898,5.012474101,0.207259358
101975,2000/04/18 19:24,0,DWS-RQIS,HGCL2,16.456,96.416,341.603,56,0.248,11.03,6.426,71.643,0.02,3.886,,7.792,3.363,3.968,22.053,73.644,G2H015Q01,G22H,4.74775836,4.82971313,-0.855703621
101975,2000/04/25 18:00,0,DWS-RQIS,HGCL2,16.68,76.678,274.48,48.4,0.277,9.214,6.727,52.825,0.02,3.991,,7.749,1.814,4.644,21.243,55.428,G2H015Q01,G22H,3.919085166,3.846839765,0.93028715
101975,2000/05/16 18:30,0,DWS-RQIS,HGCL2,15.415,75.894,284.928,47.5,0.206,8.695,6.133,57.797,0.07,2.901,,8.107,1.037,4.322,29.292,61.828,G2H015Q01,G22H,4.012782042,4.074413936,-0.762092251
101975,2000/05/23 18:20,0,DWS-RQIS,HGCL2,17.193,88.065,297.787,50.2,0.208,10.168,5.762,61.401,0.02,1.973,,7.362,1.204,5.238,20.578,67.222,G2H015Q01,G22H,4.262515875,4.334197454,-0.833825393
101975,2000/06/06 18:00,0,DWS-RQIS,HGCL2,15.984,75.285,259.214,43.9,0.156,7.808,6.089,51.388,0.02,1.486,,7.135,0.887,5.501,22.187,58.227,G2H015Q01,G22H,3.733424321,3.807181199,-0.978129375
101975,2000/06/13 11:00,0,DWS-RQIS,HGCL2,22.049,95.958,306.357,55.2,0.237,11.026,6.862,55.67,0.02,3.559,,7.938,0.417,6.167,31.801,53.881,G2H015Q01,G22H,4.368015189,4.52553901,-1.771213368
101975,2000/06/20 18:10,0,DWS-RQIS,HGCL2,21.214,96.974,310.496,54.7,0.227,10.678,8.12,58.685,0.02,4.7,,7.286,0.317,6.484,24.654,55.887,G2H015Q01,G22H,4.552095099,4.460256849,1.019026455
101975,2000/06/27 18:50,0,DWS-RQIS,HGCL2,22.336,91.718,305.016,53.6,0.185,8.662,7.179,56.596,0.02,4.936,,7.881,1.021,6.46,21.7,58.751,G2H015Q01,G22H,4.38822045,4.331830388,0.64667126
101975,2000/07/04 18:35,0,DWS-RQIS,HGCL2,20.022,101.848,338.271,57.1,0.394,9.839,6.498,66.716,0.02,7.271,,7.745,1.703,6.308,24.529,58.224,G2H015Q01,G22H,4.686861898,4.735716803,-0.518487634
101975,2000/07/12 08:00,0,DWS-RQIS,HGCL2,18.693,82.912,286.079,49.3,0.185,8.455,6.447,55.691,0.02,3.092,,7.596,1.02,6.14,18.979,63.872,G2H015Q01,G22H,4.101635832,4.099792023,0.022481563
101975,2000/07/19 15:35,0,DWS-RQIS,HGCL2,16.692,49.281,186.825,32.2,0.167,4.826,6.047,29.164,0.02,1.032,,8.003,0.194,3.654,23.022,43.007,G2H015Q01,G22H,2.722752398,2.759024044,-0.66167687
101975,2000/07/25 18:30,0,DWS-RQIS,HGCL2,20.408,86.521,284.296,48.9,0.172,7.778,9.538,51.225,0.02,0.02,,7.593,0.239,6.123,23.066,69.502,G2H015Q01,G22H,4.230086793,4.324215472,-1.100366524
101975,2000/08/01 18:15,0,DWS-RQIS,HGCL2,19.55,98.737,322.61,57.6,0.226,8.557,7.699,66.033,0.377,3.72,,7.947,0.664,6.345,24.874,63.928,G2H015Q01,G22H,4.719518445,4.670416196,0.522924286
101975,2000/08/08 19:00,0,DWS-RQIS,HGCL2,19.292,86.931,287.338,49.4,0.153,7.155,9.024,55.402,0.404,2.391,,7.689,0.641,6.849,21.366,61.468,G2H015Q01,G22H,4.319129944,4.189641627,1.521821518
101975,2000/08/15 18:00,0,DWS-RQIS,HGCL2,19.657,87.683,299.558,52.8,0.184,8.498,7.18,57.223,0.269,2.849,,7.804,0.773,6.178,24.58,64.978,G2H015Q01,G22H,4.291586624,4.36110048,-0.803378823
101975,2000/08/22 18:20,0,DWS-RQIS,HGCL2,11.27,41.769,150.3,26.3,0.122,3.841,5.084,27.258,0.183,0.814,,7.937,0.144,3.734,17.084,32.472,G2H015Q01,G22H,2.274063373,2.205675309,1.526608335
101975,2000/08/29 16:30,0,DWS-RQIS,HGCL2,21.157,99.57,318.513,55,0.2,9.225,7.285,60.595,0.02,3.91,,7.693,0.483,5.936,21.119,66.062,G2H015Q01,G22H,4.52641028,4.654393528,-1.394030967
101975,2000/09/05 19:00,0,DWS-RQIS,HGCL2,13.641,60.675,201.443,34.1,0.153,5.085,6.066,35.205,0.02,1.434,,7.694,0.268,5.113,24.597,40.045,G2H015Q01,G22H,2.841422822,3.061604018,-3.729971103
101975,2000/09/12 17:00,0,DWS-RQIS,HGCL2,14.538,60.693,198.331,34.7,0.181,4.746,6.666,32.172,0.063,1.462,,7.602,0.338,5.112,17.072,44.842,G2H015Q01,G22H,2.79739294,3.005579183,-3.587579583
101975,2000/09/19 18:35,0,DWS-RQIS,HGCL2,14.236,66.459,217.299,38.3,0.16,5.039,7.699,38.991,0.091,1.457,,7.538,0.458,5.665,17.816,48.331,G2H015Q01,G22H,3.172878595,3.255869155,-1.290928861
101975,2000/09/26 17:55,0,DWS-RQIS,HGCL2,15.272,65.292,213.029,37,0.171,5.81,7.769,36.019,0.222,1.416,,7.701,0.249,5.148,19.034,46.212,G2H015Q01,G22H,3.128089791,3.199282167,-1.125149225
101975,2000/10/03 17:20,0,DWS-RQIS,HGCL2,15.393,69.335,233.082,39.8,0.182,6.136,7.789,42.063,0.324,2.233,,7.657,0.457,5.865,19.502,50.013,G2H015Q01,G22H,3.412557665,3.419254133,-0.098018919
101975,2000/10/10 18:05,0,DWS-RQIS,HGCL2,14.566,55.81,211.111,35.9,0.156,6.556,6.906,36.63,0.784,2.379,,7.69,0.795,5.227,13.341,51.808,G2H015Q01,G22H,3.098715738,2.957607716,2.329928751
101975,2000/10/16 19:30,0,DWS-RQIS,HGCL2,19.254,85.507,295.154,47.6,0.214,7.58,7.747,55.587,0.378,3.445,,7.66,0.846,6.244,16.753,69.043,G2H015Q01,G22H,4.2296004,4.231708999,-0.024920481
101975,2000/10/24 18:30,0,DWS-RQIS,HGCL2,17.058,77.523,272.925,46.9,0.18,7.854,7.773,49.52,0.02,4.74,,7.603,1.537,5.302,21.621,53.864,G2H015Q01,G22H,3.845550308,3.845457401,0.001208005
101975,2000/11/07 19:10,0,DWS-RQIS,HGCL2,21.795,108.598,355.952,58.5,0.231,10.083,9.664,70.767,0.02,3.266,,7.407,1.275,3.095,20.417,78.74,G2H015Q01,G22H,5.218237801,5.163908614,0.523294367
101975,2000/11/13 19:40,0,DWS-RQIS,HGCL2,21.593,111.471,383.823,61.4,0.218,11.037,9.671,78.652,0.02,2.687,,7.962,1.22,2.882,26.797,89.171,G2H015Q01,G22H,5.575964184,5.574476785,0.013339374
101975,2000/11/27 19:50,0,DWS-RQIS,HGCL2,21.274,113.702,362.884,59.6,0.207,10.298,10.092,73.965,0.02,0.177,,7.332,0.965,1.648,26.13,84.845,G2H015Q01,G22H,5.372021301,5.487805032,-1.066165586
101975,2001/01/08 19:50,0,DWS-RQIS,HGCL2,24.012,115.039,403.111,67,0.206,12.563,8.418,82.46,0.02,2.78,,7.532,3.394,2.333,32.104,86.586,G2H015Q01,G22H,5.798078341,5.80325233,-0.044598238
101975,2001/02/21 09:05,0,DWS-RQIS,HGCL2,24.127,90.443,371.014,56,0.258,12.223,7.154,70.336,0.02,3.009,,7.978,0.999,1.937,19.385,107.179,G2H015Q01,G22H,5.163954994,5.188362638,-0.235769854
101975,2001/03/20 11:35,0,DWS-RQIS,HGCL2,21.411,123.495,414.389,66.7,0.227,15.707,8.337,87.886,0.02,2.886,,7.968,0.003,1.934,27.758,95.761,G2H015Q01,G22H,5.97800824,6.030232793,-0.434905939
101975,2001/04/18 08:15,0,DWS-RQIS,HGCL2,16.215,63.2,240.564,40.2,0.198,9.466,5.737,45.806,0.02,3.695,,7.537,2.117,3.202,20.143,46.688,G2H015Q01,G22H,3.515682765,3.270121306,3.618752568
101975,2001/05/01 07:20,0,DWS-RQIS,HGCL2,26.262,123.072,419.632,67.4,0.229,16.208,9.062,80.705,0.8,3.535,,7.844,1.505,4.317,29.307,93.084,G2H015Q01,G22H,6.0235534,6.055019137,-0.26050874
101975,2001/05/15 07:40,0,DWS-RQIS,HGCL2,23.953,100.286,371.954,59.1,0.197,14.227,8.029,69.729,0.02,6.675,,7.613,2.919,5.92,27.332,73.55,G2H015Q01,G22H,5.252155043,5.074990547,1.715522402
101975,2001/05/29 18:40,0,DWS-RQIS,HGCL2,25.9,116.094,364.754,60.3,0.228,12.7,10.569,71.453,0.044,3.568,,8.096,1.205,5.43,24.103,69.026,G2H015Q01,G22H,5.595551919,5.259997849,3.091083156
101975,2001/06/12 08:45,0,DWS-RQIS,HGCL2,21.456,76.252,255.109,43.6,0.219,7.733,7.604,44.128,0.356,2.81,,7.754,0.924,4.703,16.563,53.658,G2H015Q01,G22H,3.832129719,3.65183494,2.409081118
101975,2001/06/26 08:05,0,DWS-RQIS,HGCL2,21.747,95.997,340.488,56.9,0.206,9.158,9.754,67.087,0.02,4.26,,7.49,2.02,5.435,30.858,66.109,G2H015Q01,G22H,5.039593905,4.811868137,2.31159362
101975,2001/07/10 08:10,0,DWS-RQIS,HGCL2,11.042,38.851,147.005,24.5,0.147,5.063,4.637,22.006,0.168,1.115,,7.431,0.202,2.765,25.125,28.183,G2H015Q01,G22H,2.027973716,2.213046847,-4.363881954
101975,2001/08/07 08:40,0,DWS-RQIS,HGCL2,20.237,87.923,280.363,48.9,0.224,7.583,9.739,49.369,0.177,2.724,,7.686,0.492,5.645,24.98,54.552,G2H015Q01,G22H,4.161140682,4.158881155,0.027157709
101975,2001/09/03 19:50,0,DWS-RQIS,HGCL2,11.264,67.474,247.966,41.9,0.201,8.016,13.02,42.037,0.02,0.211,,6.804,0.024,6.834,24.008,66.362,G2H015Q01,G22H,3.667220001,3.742302326,-1.013322078
101975,2001/09/18 08:30,0,DWS-RQIS,HGCL2,11.539,67.7,237.745,40.8,0.169,5.838,12.061,43.4,0.114,1.529,,7.719,0.283,5.278,25.596,52.211,G2H015Q01,G22H,3.610785437,3.526450232,1.181622815
101975,2001/10/02 07:25,0,DWS-RQIS,HGCL2,20.083,72.603,257.973,42.2,0.198,6.811,10.596,42.105,0.02,1.182,,7.608,0.088,5.081,26.527,60.301,G2H015Q01,G22H,3.879702309,3.835510205,0.572791789
101975,2001/10/15 19:20,0,DWS-RQIS,HGCL2,17.992,80.16,259.825,45.3,0.179,6.539,9.114,52.119,0.02,2.055,,7.724,0.4,6.421,20.377,51.667,G2H015Q01,G22H,4.081872506,3.770645046,3.963409926
101975,2001/10/30 08:50,0,DWS-RQIS,HGCL2,17.862,72.327,244.782,42.9,0.192,7.377,9.263,38.418,0.073,1.291,,7.833,0.242,4.867,20.011,59.693,G2H015Q01,G22H,3.516333108,3.686272249,-2.359412094
101975,2001/11/13 07:30,0,DWS-RQIS,HGCL2,18.267,80.005,282.106,46.9,0.199,7.435,8.822,52.304,0.02,2.499,,7.712,0.884,5.093,27.399,60.591,G2H015Q01,G22H,4.102514374,4.11439642,-0.144604771
101975,2001/11/27 07:25,0,DWS-RQIS,HGCL2,18.731,82.488,279.392,46,0.213,6.955,8.23,51.385,0.065,2.644,,7.853,0.849,2.439,24.211,59.698,G2H015Q01,G22H,4.027199503,4.102102815,-0.92139903
101975,2001/12/11 06:25,0,DWS-RQIS,HGCL2,20.677,96.384,328.321,58.3,0.209,9.079,10.728,57.726,0.042,5.815,,7.865,0.5,1.323,20.875,69.972,G2H015Q01,G22H,4.658593692,4.669505338,-0.116976093
101975,2002/01/22 07:40,0,DWS-RQIS,HGCL2,16.22,74.476,252.25,41.9,0.209,6.934,8.187,44.677,0.291,1.616,,7.731,0.627,4.441,14.403,63.722,G2H015Q01,G22H,3.618789798,3.728970269,-1.499511016
101975,2002/02/04 19:47,0,DWS-RQIS,HGCL2,22.399,107.189,370.218,57.1,0.281,11.934,9.812,74.14,0.02,2.01,,8.023,1.103,2.533,16.813,94.602,G2H015Q01,G22H,5.454535887,5.343395206,1.029277556
101975,2002/02/19 09:00,0,DWS-RQIS,HGCL2,18.706,82.694,304.227,50.7,0.206,10.187,7.059,59.03,0.02,2.94,,7.554,0.825,2.044,18.637,75.569,G2H015Q01,G22H,4.34212517,4.312969348,0.336863129
101975,2002/03/05 08:00,0,DWS-RQIS,HGCL2,8.901,37.743,128.323,24.2,0.149,3.983,3.999,20.613,0.144,0.973,,7.018,0.393,1.932,11.123,29.62,G2H015Q01,G22H,1.779160351,1.923017312,-3.885738986
101975,2002/04/02 10:35,0,DWS-RQIS,HGCL2,22.49,86.228,310.209,51.5,0.193,11.061,7.282,56.554,0.345,4.433,,7.886,0.919,3.601,18.639,69.613,G2H015Q01,G22H,4.481963582,4.319805123,1.842339474
101975,2002/04/30 11:30,0,DWS-RQIS,HGCL2,12.918,53.038,183.142,30.7,0.152,6.47,5.038,31.774,0.02,1.496,,7.548,0.543,4.266,15.991,40.556,G2H015Q01,G22H,2.607002,2.687223737,-1.515268537
101975,2002/05/28 10:00,0,DWS-RQIS,HGCL2,18.858,73.964,244.806,44.1,0.162,7.75,8.35,40.397,0.02,3.751,,7.733,0.56,5.698,21.741,45.303,G2H015Q01,G22H,3.583503561,3.528729665,0.770136384
101975,2002/06/25 09:30,0,DWS-RQIS,HGCL2,18.354,63.667,216.204,37.8,0.148,6.106,7.05,38.264,0.476,2.211,,7.672,0.445,5.424,16.478,44.594,G2H015Q01,G22H,3.341918686,3.085754459,3.985333756
101975,2002/07/23 07:10,0,DWS-RQIS,HGCL2,22.862,75.74,269.708,45.8,0.214,13.608,8.77,38.739,1.287,1.406,,8.041,0.374,5.998,16.941,68.735,G2H015Q01,G22H,3.965895115,3.90654247,0.753929697
101975,2002/08/20 09:15,0,DWS-RQIS,HGCL2,19.308,91.108,291.326,49,0.191,7.023,10.115,54.093,0.233,2.109,,7.873,0.417,5.319,21.225,63.439,G2H015Q01,G22H,4.339933185,4.334167084,0.066474912
101975,2002/09/16 12:00,0,DWS-RQIS,HGCL2,17.092,74.671,250.114,43.7,0.182,5.987,8.835,40.932,0.02,1.745,,7.322,0.354,5.648,22.281,58.477,G2H015Q01,G22H,3.513512811,3.785555981,-3.727094203
101975,2002/11/26 06:50,0,DWS-RQIS,HGCL2,18.109,97.147,310.911,54.9,0.23,9.34,8.778,62.494,0.059,2.161,,7.881,1.353,3.284,22.326,64.544,G2H015Q01,G22H,4.584944049,4.581742628,0.034924514
101975,2003/01/18 15:00,0,DWS-RQIS,HGCL2,23.873,88.274,341.408,53.8,0.26,12.342,8.321,60.836,0.02,1.844,,7.742,1.075,1.448,24.879,91.152,G2H015Q01,G22H,4.837336047,4.904778217,-0.692274467
101975,2003/01/21 09:15,0,DWS-RQIS,HGCL2,23.508,102.341,377.375,61.2,0.21,14.387,9.603,69.319,0.02,0.327,,7.432,1.239,1.359,25.099,104.683,G2H015Q01,G22H,5.345773839,5.554309928,-1.91316043
101975,2003/02/04 08:30,0,DWS-RQIS,HGCL2,22.266,100.72,361.835,59.6,0.233,12.467,8.501,72.008,0.02,2.173,,7.878,1.576,1.665,22.543,89.087,G2H015Q01,G22H,5.260937297,5.185160193,0.72541066
101975,2003/03/18 09:25,0,DWS-RQIS,HGCL2,19.844,62.586,292.48,45.5,0.189,12.522,5.745,51.359,0.187,1.191,,7.424,1.803,3.871,21.294,88.496,G2H015Q01,G22H,4.026209835,4.062163175,-0.444506448
101975,2003/04/15 10:20,0,DWS-RQIS,HGCL2,20.639,90.717,304.666,47.9,0.252,10.905,7.34,56.255,0.02,3.041,,7.548,0.917,6.483,22.386,65.509,G2H015Q01,G22H,4.359372717,4.422747589,-0.721635202
101975,2003/05/13 11:40,0,DWS-RQIS,HGCL2,19.895,92.373,300.664,50.1,0.223,11.808,8.576,52.479,0.02,3.594,,8.031,0.495,5.886,24.313,60.318,G2H015Q01,G22H,4.282914596,4.399746258,-1.345574395
101975,2003/05/27 10:45,0,DWS-RQIS,HGCL2,16.475,72.631,239.639,42.6,0.22,9.014,7.256,44.566,0.02,2.851,,7.512,0.918,5.344,21.778,42.844,G2H015Q01,G22H,3.588197776,3.442612166,2.070680491
101975,2003/06/24 12:20,0,DWS-RQIS,HGCL2,20.321,83.036,287.502,51.7,0.255,10.539,7.414,56.778,0.02,0.266,,7.631,0.971,6.258,21.205,68.709,G2H015Q01,G22H,4.36298142,4.202907921,1.868731807
101975,2003/07/22 12:30,0,DWS-RQIS,HGCL2,19.046,77.495,268.861,47.4,0.237,10.176,7.607,45.78,1.167,3.981,,7.563,1.889,5.81,14.11,56.995,G2H015Q01,G22H,3.891539592,3.752846185,1.814317218
101975,2003/09/16 11:45,0,DWS-RQIS,HGCL2,19.528,69.207,242.111,42.8,0.233,7.065,7.417,42.93,0.02,3.143,,7.411,0.646,5.091,16.322,52.072,G2H015Q01,G22H,3.63274115,3.413977489,3.104475594
101975,2003/10/14 12:50,0,DWS-RQIS,HGCL2,14.745,72.767,248.276,41.5,0.212,7.079,9.005,47.308,0.015,2.457,,7.607,0.789,6.217,15.369,56.162,G2H015Q01,G22H,3.715315227,3.568571683,2.014632375
101975,2003/11/25 12:00,0,DWS-RQIS,HGCL2,22.433,112.162,380.239,59.3,0.277,12.694,9.431,74.474,0.324,0.055,,7.218,2.008,2.817,24.829,96.06,G2H015Q01,G22H,5.475721591,5.676302098,-1.798601877
101975,2003/12/09 10:00,0,DWS-RQIS,HGCL2,19.444,90.299,327.147,54.6,0.224,11.893,8.642,65.18,0.015,2.817,,7.726,2.074,2.85,22.68,73.763,G2H015Q01,G22H,4.819966456,4.613621822,2.187339834
101975,2004/01/03 13:15,0,DWS-RQIS,HGCL2,20.378,82.58,315.803,51.8,0.224,13.113,7.052,59.518,0.015,1.069,,7.848,1.96,3.094,18.149,85.321,G2H015Q01,G22H,4.520713933,4.501254047,0.215694465
101975,2004/01/06 12:15,0,DWS-RQIS,HGCL2,18.393,68.243,233.193,40.2,0.204,8.278,7.183,39.358,0.015,2.361,,7.514,1.608,4.198,15.746,49.527,G2H015Q01,G22H,3.432314304,3.340174775,1.360497266
101975,2004/02/17 12:50,0,DWS-RQIS,HGCL2,21.412,94.199,358.757,54.6,0.215,14.913,7.661,67.215,0.015,2.783,,7.512,1.641,2.567,18.259,96.38,G2H015Q01,G22H,5.003096441,5.069116897,-0.655471177
101975,2004/03/02 13:20,0,DWS-RQIS,HGCL2,15.669,58.532,212.107,37.1,0.1,9.78,5.224,42.629,0.102,0.465,,6.722,0.918,2.67,20.673,44.696,G2H015Q01,G22H,3.320684434,3.014700698,4.829757453
101975,2004/04/07 17:37,0,DWS-RQIS,HGCL2,23.976,97.944,364.052,58.1,0.227,11.459,8.778,69.962,0.543,0.848,,7.13,1.159,4.311,27.527,95.281,G2H015Q01,G22H,5.283341417,5.299713117,-0.154697308
101975,2004/04/22 11:40,0,DWS-RQIS,HGCL2,21.897,87.279,311.62,50.2,0.212,12.391,8.417,55.814,0.015,1.476,,7.239,1.072,5.204,28.416,71.645,G2H015Q01,G22H,4.529311259,4.551664333,-0.246152787
101975,2004/05/06 09:35,0,DWS-RQIS,HGCL2,24.557,101.351,349.671,59.9,0.259,12.912,9.604,67.738,0.015,3.54,,7.221,1.417,5.202,18.6,77.601,G2H015Q01,G22H,5.291434652,4.909550242,3.743603325
101975,2004/05/20 11:10,0,DWS-RQIS,HGCL2,24.097,104.456,366.729,62.8,0.223,16.588,9.588,70.539,0.015,3.978,,7.717,2.341,5.905,24.905,75.067,G2H015Q01,G22H,5.48297309,5.111901239,3.502371422
101975,2004/06/03 11:10,0,DWS-RQIS,HGCL2,25.852,112.707,380.771,60.2,0.226,17.397,9.4,67.351,0.497,7.498,,7.441,2.904,6.796,13.116,75.444,G2H015Q01,G22H,5.46389063,5.181226215,2.655343473
101975,2004/06/16 17:00,0,DWS-RQIS,HGCL2,15.743,71.626,231.37,39,0.246,8.074,6.306,41.207,0.044,1.992,,7.168,0.691,5.214,17.936,48.586,G2H015Q01,G22H,3.304748682,3.429529092,-1.852914507
101975,2004/06/30 17:15,0,DWS-RQIS,HGCL2,18.201,93.003,266.715,49.4,0.1,8.706,8.045,53.837,0.015,2.907,,8.063,1.046,5.591,13.675,45.153,G2H015Q01,G22H,4.134152777,3.892644026,3.008781166
101975,2004/07/15 08:00,0,DWS-RQIS,HGCL2,20.089,91.675,288.508,52.6,0.1,10.4,8.562,57.351,0.101,3.981,,7.265,1.42,5.891,16.837,50.348,G2H015Q01,G22H,4.471754,4.054075134,4.898982369
101975,2004/07/28 17:40,0,DWS-RQIS,HGCL2,17.642,76.205,256.027,45.4,0.293,8.396,7.424,45.754,0.015,2.784,,7.332,1.054,3.002,20.212,52.922,G2H015Q01,G22H,3.695798195,3.719313369,-0.317125015
101975,2004/08/11 18:00,0,DWS-RQIS,HGCL2,15.59,61.478,209.946,38.2,0.1,6.066,6.864,35.947,0.084,1.552,,7.404,0.238,4.315,27.86,39.641,G2H015Q01,G22H,3.065214756,3.142218548,-1.240509373
101975,2004/08/25 17:20,0,DWS-RQIS,HGCL2,10.756,50.587,168.933,31.5,0.1,4.682,6.288,31.535,0.154,0.886,,7.34,0.391,4.392,12.25,38.889,G2H015Q01,G22H,2.553376475,2.489609532,1.264467961
101975,2004/09/09 08:49,0,DWS-RQIS,HGCL2,17.106,78.934,263.4,47.4,0.1,8.158,8.556,50.76,0.015,3.744,,7.396,1.016,5.13,14.096,54.116,G2H015Q01,G22H,3.97379897,3.696908505,3.609712211
101975,2004/09/22 16:35,0,DWS-RQIS,HGCL2,19.48,75.716,268.742,48,0.1,7.89,8.295,51.825,0.015,2.364,,7.461,1.066,5.235,16.458,61.698,G2H015Q01,G22H,4.110171606,3.786378629,4.100435857
101975,2004/10/06 16:55,0,DWS-RQIS,HGCL2,24.601,116.799,363.371,62.1,0.212,9.813,11.682,67.473,0.111,3.199,,7.478,1.981,6.918,22.779,73.515,G2H015Q01,G22H,5.379211254,5.359793918,0.180811313
101975,2004/10/20 17:05,0,DWS-RQIS,HGCL2,22.461,94.473,310.114,51.8,0.202,8.351,10.83,56.485,0.097,1.724,,7.74,0.89,6.422,21.366,70.092,G2H015Q01,G22H,4.686446418,4.574256372,1.211463629
101975,2004/11/03 16:48,0,DWS-RQIS,HGCL2,22.447,91.497,323.467,52.8,0.203,8.975,10.976,56.667,0.649,2.449,,7.708,1.662,6.363,20.91,77.932,G2H015Q01,G22H,4.752303414,4.673860399,0.832183873
101975,2004/11/17 17:30,0,DWS-RQIS,HGCL2,25.485,110.757,377.299,62.7,0.209,10.34,10.878,70.694,0.139,5.379,,7.764,0.494,3.177,24.868,80.838,G2H015Q01,G22H,5.512205485,5.367577782,1.329325221
101975,2004/12/01 17:00,0,DWS-RQIS,HGCL2,26.306,122.52,406.204,67.7,0.246,11.304,11.49,79.755,0.015,1.412,,7.194,0.491,2.258,25.543,99.458,G2H015Q01,G22H,6.015245851,6.023246522,-0.066459082
101975,2004/12/16 08:50,0,DWS-RQIS,HGCL2,29.457,171.246,507.586,90.7,0.226,14.483,14.447,103.381,0.057,2.498,,7.547,0.491,2.55,32.712,105.8,G2H015Q01,G22H,7.526632516,7.688312151,-1.062637024
